Ano;Veículo;Título;Autores;Número;Volume;Local;Página Inicial;Página Final
2015;JHaP;Operative demand-driven contingency;5485081027172277,4736383437295147,5954767672734150;45;26;;181;758
2014;MI;Customizable discrete capability;9611539741215920,2348327453231091,8305208133103079;1;;New Cindychester;5;984
2014;VGaA;Adaptive multimedia artificial intelligence;7159346387032080,4736383437295147;2;12;;174;268
2014;TG;Mandatory attitude-oriented complexity;2354218094325113,6268449287730388,9655811696159994;50;;Port Brandonland;25;928
2016;F;Re-contextualized optimizing data-warehouse;6832903342497770,9264287531729077;47;;Adamstad;462;745
2016;P;Optimized secondary encryption;5327108447296812,5649357631317748;27;2;;468;944
2015;J;Profound neutral leverage;9264876264363724,5262528182041271;34;;Jeffreyburgh;498;499
2013;SI;Diverse regional customer loyalty;3323705253115932,2637674440233374,2447378201037990;22;38;;265;864
2014;YI;Pre-emptive zero-defect hub;9264876264363724,6557680333178323,6601376839046843;33;13;;179;551
2014;HKaT;Self-enabling zero-defect definition;2354218094325113,1750367399155058,2904391767971119;27;;Beckerhaven;109;117
2016;P;Re-engineered bottom-line methodology;5954767672734150,1674773401625827;47;16;;484;667
2014;GVaR;Networked directional policy;2275799333779168,9477538211420820,9143802460662726;30;5;;436;614
2016;A;Versatile client-server standardization;2922930725706889,5510528010958883;18;;South Josephfort;645;735
2016;PI;Inverse even-keeled secured line;3998492042499790,7043858660461973,1750367399155058;49;40;;178;695
2015;T;Business-focused cohesive support;8293148607193232;47;31;;138;838
2015;NL;Right-sized coherent approach;9129638715325223,2137128760644423;43;;South Donnaland;163;421
2013;NaS;De-engineered neutral extranet;9979662463574292;45;14;;179;596
2016;BG;Centralized needs-based functionalities;5485081027172277;5;46;;368;678
2015;Z;Profit-focused coherent knowledgebase;6301301076316618,1088342601060931,9611539741215920;22;;Sarashire;586;634
2013;W;Customizable asymmetric standardization;9941630418391841,7514631069021629;15;;West Michael;603;788
2015;D;Exclusive zero administration success;5239942509087044,5262540415992174;43;22;;225;270
2013;J;Devolved global function;6301301076316618;16;;Lake Mary;782;934
2014;ML;User-centric global migration;4736383437295147,9770465873129031,2503751282303117;3;8;;176;550
2015;S;Profit-focused 4thgeneration Graphical User Interface;4671743840601591,6557680333178323,4736383437295147;8;;Hebertside;123;667
2016;T;Future-proofed optimizing moderator;7412604949576097,6467024971475515;38;10;;214;530
2014;MI;Self-enabling eco-centric groupware;4541272142642528,3227445512800622,4478081765633457;22;;Port Barbarastad;570;917
2014;B;Secured optimal methodology;8533292199274586,6301301076316618;24;;North Jason;384;837
2014;NL;Adaptive modular access;5485081027172277;10;;Fordville;59;302
2015;AHaM;Reverse-engineered 24/7 frame;1088342601060931,9655811696159994,9143802460662726;47;24;;544;615
2015;G;Future-proofed hybrid capacity;7514631069021629,6467024971475515;33;34;;9;126
2014;AaS;Inverse cohesive focus group;7532796691578058,3144341430664049;21;;New Andrewshire;281;514
2014;HKaT;Inverse content-based hub;6832903342497770,6301301076316618,1638745937944369;30;;Bautistaville;714;737
2013;AHaM;Digitized multi-tasking challenge;3144341430664049,2904391767971119,7514631069021629;21;44;;132;478
2015;NaS;Up-sized multi-state moratorium;6268449287730388,9143802460662726;30;50;;614;959
2016;VGaA;Focused foreground solution;2503751282303117,9264287531729077,7159346387032080;27;33;;11;241
2016;PMaH;Operative zero-defect functionalities;3235375320367048,2275799333779168;13;22;;485;756
2015;RaS;Streamlined neutral encoding;5954767672734150,2922930725706889;6;;Jenniferhaven;418;566
2016;W;Focused demand-driven Local Area Network;9722744349841064,5327108447296812;22;;Crossberg;26;586
2013;G;Phased 24hour array;1965133409445603;35;7;;792;939
2016;ZG;Reduced dedicated pricing structure;3998492042499790,2618873884046651,6328867226130339;9;5;;235;969
2014;PI;User-centric 6thgeneration capacity;7338126532305121,8533292199274586;9;10;;562;887
2016;HL;Proactive responsive instruction set;9264876264363724,8748367107449062;29;5;;861;930
2015;HaS;Programmable background parallelism;9838454792036006,9770465873129031,7412604949576097;14;33;;80;141
2014;FSaG;Focused exuding algorithm;6268449287730388,2487313480315695;24;47;;166;782
2016;H;Fundamental dynamic standardization;7186917466536994,6891679769008337,6557680333178323;44;;Willietown;126;515
2014;ML;Compatible hybrid framework;4073227496418805,6601376839046843,5700469223617587;16;42;;131;997
2015;JHaP;Optional web-enabled data-warehouse;8845454042159474,5954767672734150,5244357431315552;50;39;;156;943
2014;B;Business-focused radical capacity;1376910945764891;27;;West Seanton;578;736
2014;G;Synchronized high-level access;8021345340262535,2618873884046651,4744077090897343;20;21;;532;947
2015;PI;Intuitive tertiary budgetary management;5239942509087044,8936625000762564;43;18;;264;502
2016;ML;Expanded executive productivity;4744077090897343,5327108447296812;33;8;;296;405
2015;NL;Public-key explicit complexity;4736383437295147,2697688583917184;15;;Lopezfort;153;835
2016;HP;De-engineered impactful hardware;9885156202210321,6413140277984870,9606486478028672;16;20;;576;946
2013;BG;Persistent 24hour artificial intelligence;2275799333779168;28;17;;472;930
2016;FSaG;Organic dynamic parallelism;7882810928845952;6;30;;190;823
2015;AHaM;Upgradable 4thgeneration methodology;5700469223617587,7532796691578058;18;36;;450;856
2016;ZG;Synergized bottom-line focus group;8031324513185618;20;37;;310;715
2016;HL;Triple-buffered logistical neural-net;3235375320367048,3144341430664049;49;12;;527;566
2015;MI;Automated high-level knowledgebase;1638745937944369,6832903342497770;11;;Donnamouth;463;501
2013;HP;Switchable optimal data-warehouse;2275799333779168,6413140277984870;25;36;;180;592
2013;HBaF;Implemented leadingedge parallelism;5485081027172277,6891679769008337,6328867226130339;22;;New Sherry;622;814
2015;AHaP;Digitized human-resource groupware;9770465873129031;26;31;;284;577
2013;HL;Future-proofed well-modulated Internet solution;9075225650777316,6467024971475515;28;43;;40;516
2016;RaS;Switchable multi-state collaboration;5262528182041271,5244357431315552;25;;North Jamesmouth;113;533
2015;HaS;Down-sized systematic utilization;9129638715325223,2637674440233374;36;13;;617;929
2013;HP;Innovative dedicated protocol;3227445512800622,4478081765633457;12;7;;339;506
2014;HP;Reduced tertiary attitude;9357483591910432,6601376839046843,4073227496418805;29;5;;51;277
2015;MI;Horizontal zero-defect circuit;3722297188543195;8;;Dixonburgh;243;999
2013;B;Future-proofed global knowledge user;3144341430664049;4;;Rodriguezburgh;849;860
2015;AaS;Stand-alone directional flexibility;3144341430664049,2262346136725360;36;;Port Christopherport;276;352
2014;HP;Re-engineered system-worthy policy;8031324513185618,9770465873129031,2143271149416300;10;12;;600;984
2016;TG;Profound discrete product;9885156202210321;46;;South Danny;194;747
2016;TG;Triple-buffered mobile challenge;4671743840601591,6193227499902560,3235375320367048;19;;Lake Morgan;219;328
2014;HL;Organized background support;2137128760644423,9722744349841064;50;47;;460;903
2014;WL;Reactive hybrid neural-net;6268449287730388,2503751282303117;3;7;;283;882
2013;HP;Decentralized intermediate complexity;7159346387032080;21;29;;516;623
2015;GVaR;Fully-configurable empowering analyzer;4073227496418805,7514631069021629,1965133409445603;48;4;;384;394
2013;GVaR;Function-based maximized projection;2637674440233374;50;17;;155;843
2016;WRaP;Organized transitional hub;1965133409445603,8533292199274586,5893293071812901;1;;South Deborah;422;960
2013;N;Ameliorated disintermediate productivity;2629063971493209,4671743840601591,5327108447296812;7;;New Kelseychester;760;835
2013;BP;Persistent heuristic knowledgebase;9264876264363724,3144341430664049;9;31;;51;378
2013;NaS;Streamlined human-resource approach;7159346387032080;39;17;;422;429
2015;AHaM;Decentralized interactive core;3235375320367048,7089503135500102,7043858660461973;33;36;;834;834
2014;CMaR;Intuitive composite alliance;5327108447296812,3235375320367048,7043858660461973;13;;West Jackstad;172;225
2014;FSaG;Persevering coherent forecast;9977073232858875;44;45;;361;693
2016;RaS;Configurable regional approach;6413140277984870;6;;Laurenland;904;950
2015;MP;Extended foreground intranet;6328867226130339,6601376839046843,6301301076316618;42;35;;73;218
2016;M;Cloned disintermediate functionalities;8748367107449062,3323705253115932;39;25;;201;896
2013;VGaA;Assimilated static task-force;9722744349841064,5649357631317748;15;17;;535;778
2015;HP;Down-sized bifurcated website;3227445512800622,9838454792036006,2637674440233374;21;49;;259;647
2015;D;Cloned disintermediate concept;7412604949576097;43;9;;131;788
2016;S;Distributed zero tolerance instruction set;9075225650777316,9357483591910432;4;;West Timothy;399;806
2013;PMaH;Integrated bi-directional access;7159346387032080;43;3;;68;427
2013;AHaM;Integrated contextually-based flexibility;7338126532305121;45;48;;619;986
2014;BI;Horizontal background moderator;5649357631317748,9655811696159994;19;;South Reneefort;480;734
2014;RaS;Open-architected hybrid paradigm;7159346387032080,7514631069021629;39;;Cassandraborough;10;867
2013;WRaP;Polarized bandwidth-monitored encoding;2354218094325113,1135004726057093,4541272142642528;47;;Port Mary;682;812
2014;VGaA;Extended mobile policy;9264287531729077,9606486478028672,2354218094325113;37;3;;319;747
2016;Z;User-centric bandwidth-monitored function;1750367399155058;40;;Caseyberg;113;985
2014;JHaP;Progressive 3rdgeneration moratorium;9979662463574292;22;30;;37;239
2016;YI;Cloned client-driven secured line;6832903342497770;30;33;;465;994
2015;RL;Realigned client-driven collaboration;9143802460662726;16;;Gibsontown;927;939
2016;HL;Synergized static emulation;9264876264363724,9821346348660847,9885156202210321;8;46;;164;312
2014;YI;Extended optimal matrix;3144341430664049,6413140277984870,9611539741215920;5;7;;492;894
2013;HP;Multi-layered modular throughput;8021345340262535,9143802460662726;2;13;;349;619
2015;F;User-friendly needs-based pricing structure;2447378201037990,5327108447296812;28;;Reynoldsside;713;812
2013;BG;Organized directional neural-net;2262346136725360;44;19;;86;505
2016;HKaT;Seamless foreground paradigm;9264287531729077;42;;Lake Reginald;529;644
2014;FSaG;Profound disintermediate encryption;4993909389282629,8845454042159474,3235375320367048;26;2;;854;941
2015;WRaP;Synchronized zero-defect protocol;2697688583917184;30;;East Randyside;309;793
2015;HL;Phased incremental portal;2618873884046651;17;11;;255;935
2013;BWaH;Triple-buffered eco-centric throughput;1965133409445603;27;;Christineport;856;930
2014;TG;User-centric systematic protocol;2697688583917184,2143271149416300;2;;Tinastad;322;877
2015;JHaP;Centralized 4thgeneration initiative;6467024971475515,7186917466536994,6337438064578677;9;22;;428;736
2016;ZG;Fully-configurable maximized Graphic Interface;8031324513185618,9075225650777316,8533292199274586;28;18;;179;767
2016;Z;Progressive real-time secured line;5262528182041271;47;;Anthonyfort;452;488
2016;S;Multi-channeled transitional application;6193227499902560,3144341430664049,2046442917813182;18;;Kaylaland;131;834
2014;PI;Total human-resource pricing structure;2922930725706889,6193227499902560;21;11;;495;763
2013;RaS;Multi-lateral object-oriented monitoring;9143802460662726,2680213629710193,9264876264363724;25;;Butlerhaven;686;859
2013;BI;Exclusive zero administration initiative;7412604949576097,9655811696159994;13;;Lake Joseph;108;323
2016;FSaG;Synchronized mobile functionalities;6832903342497770,5954767672734150,4541272142642528;26;16;;99;316
2014;PI;Upgradable high-level attitude;6337438064578677;36;9;;91;437
2015;PI;Progressive reciprocal flexibility;9129638715325223,6328867226130339,4073227496418805;44;21;;518;735
2014;D;Robust interactive application;2904391767971119,5262540415992174;6;4;;514;952
2013;AHaP;Enterprise-wide fresh-thinking info-mediaries;6268449287730388,7412604949576097;17;22;;887;998
2015;ML;Cloned coherent alliance;6891679769008337,7514631069021629,6557680333178323;29;31;;705;822
2016;VGaA;Pre-emptive client-driven Local Area Network;8748367107449062,8293148607193232;22;32;;22;107
2015;J;Enhanced actuating structure;6193227499902560,2629063971493209,3144341430664049;44;;Crystalmouth;280;940
2015;P;Virtual responsive model;6557680333178323,7159346387032080,9477538211420820;2;47;;518;784
2013;S;Decentralized 4thgeneration analyzer;9655811696159994,5262528182041271,7186917466536994;43;;Port Blake;286;415
2014;MI;Phased background matrices;6557680333178323;28;;South Sierraview;170;584
2014;Z;Operative needs-based benchmark;8936625000762564,6832903342497770,2697688583917184;19;;Davidton;92;252
2014;JRaH;Integrated empowering monitoring;1674773401625827,5485081027172277,9264876264363724;35;;New William;372;834
2013;AHaM;Polarized upward-trending system engine;5893293071812901,2503751282303117,9821346348660847;4;43;;190;914
2015;HP;Organic impactful success;1135004726057093,8041631349517756;2;41;;516;613
2015;S;Optional neutral challenge;9941630418391841,1965133409445603;32;;Taylorborough;382;881
2013;HBaF;Focused discrete data-warehouse;2503751282303117,7882810928845952;30;;Lake Terriside;41;997
2015;HBaF;Total mobile interface;9606486478028672,3227445512800622,2637674440233374;4;;New Miranda;855;933
2016;BG;Visionary disintermediate array;2503751282303117,9264876264363724;18;10;;170;375
2015;HL;Cloned regional moderator;9264876264363724,1674773401625827;20;41;;118;552
2014;ZG;Extended optimal access;7412604949576097,8533292199274586,2904391767971119;23;48;;707;947
2013;HaS;Down-sized empowering challenge;2697688583917184,7043858660461973,5327108447296812;10;18;;503;911
2014;RaS;Pre-emptive methodical definition;9941630418391841,7043858660461973;50;;Johnsonchester;667;864
2013;D;Managed non-volatile encoding;9407289539669638,9357483591910432,2697688583917184;23;48;;345;507
2013;G;Versatile optimal solution;7043858660461973,7338126532305121,9977073232858875;42;17;;191;747
2016;Z;Secured regional support;5893293071812901,4736383437295147,4671743840601591;48;;Josefurt;431;687
2014;BG;Synchronized secondary productivity;1638745937944369,5244357431315552,6301301076316618;28;42;;545;729
2014;MI;Cross-group zero tolerance workforce;2487313480315695,6891679769008337;5;;Jorgeborough;438;913
2015;RL;Exclusive zero-defect Local Area Network;9979662463574292,3323705253115932;38;;Chenville;43;142
